xcen,ycen,depth,s_axis_max,dP_mu,strike,dip
4.2615480e+05,4.5188434e+06,2.7328777e+03,2.1352535e+03,1.5033480e-03,5.8950168e+01,2.0927226e+01
4.2625030e+05,4.5189142e+06,2.6702703e+03,2.0784917e+03,1.5849601e-03,6.1412233e+01,2.2887783e+01
4.2617814e+05,4.5188758e+06,2.6963245e+03,2.1096911e+03,1.5421589e-03,5.8955608e+01,2.1754279e+01
4.2617034e+05,4.5188733e+06,2.6864797e+03,2.1100386e+03,1.5381867e-03,5.8986643e+01,2.1741272e+01
4.2621630e+05,4.5188768e+06,2.6903690e+03,2.1000769e+03,1.5535653e-03,6.2313511e+01,2.2335170e+01
4.2619579e+05,4.5188728e+06,2.6820739e+03,2.1021943e+03,1.5538184e-03,6.0137521e+01,2.1972337e+01
4.2615354e+05,4.5188469e+06,2.6577698e+03,2.1143220e+03,1.5136467e-03,5.6658028e+01,2.1824518e+01
4.2616842e+05,4.5188600e+06,2.6807595e+03,2.1131423e+03,1.5287557e-03,5.8303042e+01,2.1668535e+01
4.2620916e+05,4.5188969e+06,2.6831805e+03,2.0948589e+03,1.5619913e-03,5.9330169e+01,2.2233364e+01
4.2617571e+05,4.5188785e+06,2.7039566e+03,2.1101377e+03,1.5481966e-03,5.8669521e+01,2.1587701e+01
4.2616770e+05,4.5188891e+06,2.7038911e+03,2.1092058e+03,1.5517036e-03,5.6786451e+01,2.1396229e+01
4.2619520e+05,4.5189029e+06,2.6461745e+03,2.0983822e+03,1.5229827e-03,5.9370077e+01,2.2458102e+01
4.2617020e+05,4.5188756e+06,2.6871912e+03,2.1101570e+03,1.5370917e-03,5.8095339e+01,2.1679257e+01
4.2620019e+05,4.5188586e+06,2.6969057e+03,2.1076912e+03,1.5498864e-03,6.1322873e+01,2.1844102e+01
4.2619898e+05,4.5188946e+06,2.6860709e+03,2.0998144e+03,1.5519645e-03,5.9055390e+01,2.2094456e+01
4.2613994e+05,4.5188395e+06,2.6538199e+03,2.1187040e+03,1.5040324e-03,5.5739009e+01,2.1556851e+01
4.2616530e+05,4.5188549e+06,2.7211748e+03,2.1273162e+03,1.5127918e-03,5.8977260e+01,2.1203478e+01
4.2619060e+05,4.5188930e+06,2.6804000e+03,2.0990863e+03,1.5555375e-03,5.8623546e+01,2.2022303e+01
4.2616161e+05,4.5188803e+06,2.7249580e+03,2.1178345e+03,1.5408169e-03,5.5850656e+01,2.1254068e+01
4.2614980e+05,4.5188674e+06,2.6898774e+03,2.1160970e+03,1.5322296e-03,5.7364437e+01,2.1366990e+01
4.2618927e+05,4.5188885e+06,2.6851929e+03,2.1025978e+03,1.5484461e-03,5.9232302e+01,2.1992729e+01
4.2619208e+05,4.5188402e+06,2.6815331e+03,2.1106793e+03,1.5408653e-03,6.0977799e+01,2.1714876e+01
4.2617445e+05,4.5188583e+06,2.6671196e+03,2.1089089e+03,1.5269594e-03,5.7150682e+01,2.1957664e+01
4.2618187e+05,4.5188206e+06,2.6619830e+03,2.1169394e+03,1.5095658e-03,5.9587190e+01,2.1883001e+01
4.2620103e+05,4.5188882e+06,2.6911375e+03,2.1015807e+03,1.5515449e-03,5.9412466e+01,2.2023423e+01
4.2617317e+05,4.5188732e+06,2.6980798e+03,2.1108345e+03,1.5444691e-03,5.8167078e+01,2.1550152e+01
4.2617623e+05,4.5188678e+06,2.6917551e+03,2.1100608e+03,1.5430074e-03,5.7713927e+01,2.1566076e+01
4.2618901e+05,4.5188956e+06,2.6433406e+03,2.1013629e+03,1.5158040e-03,5.8583611e+01,2.2359434e+01
4.2615877e+05,4.5188730e+06,2.6819183e+03,2.1114387e+03,1.5339677e-03,5.6717010e+01,2.1565866e+01
4.2618273e+05,4.5188406e+06,2.6790442e+03,2.1132425e+03,1.5287195e-03,5.9681237e+01,2.1775438e+01
4.2619499e+05,4.5188681e+06,2.6882353e+03,2.1055741e+03,1.5492156e-03,6.0064207e+01,2.1855809e+01
4.2615870e+05,4.5188473e+06,2.6701738e+03,2.1151658e+03,1.5199015e-03,5.7360727e+01,2.1626705e+01
4.2617588e+05,4.5188685e+06,2.7053648e+03,2.1155641e+03,1.5332569e-03,5.8967576e+01,2.1511328e+01
4.2617791e+05,4.5188828e+06,2.6446330e+03,2.0960087e+03,1.5452334e-03,5.7171475e+01,2.2274284e+01
4.2616829e+05,4.5188742e+06,2.7162687e+03,2.1164799e+03,1.5390313e-03,5.7227181e+01,2.1370582e+01
4.2617100e+05,4.5188653e+06,2.6997252e+03,2.1125655e+03,1.5458699e-03,5.8879659e+01,2.1445284e+01
4.2616908e+05,4.5188479e+06,2.6767272e+03,2.1129772e+03,1.5295888e-03,5.8259865e+01,2.1731615e+01
4.2619305e+05,4.5188271e+06,2.6712265e+03,2.1096697e+03,1.5432308e-03,6.1402365e+01,2.1731931e+01
4.2618262e+05,4.5188591e+06,2.6568497e+03,2.1043650e+03,1.5300978e-03,5.6325445e+01,2.2206602e+01
4.2616131e+05,4.5188177e+06,2.6897141e+03,2.1267925e+03,1.5104602e-03,5.8007757e+01,2.1227343e+01
4.2617897e+05,4.5188507e+06,2.6847515e+03,2.1135906e+03,1.5303649e-03,5.8534150e+01,2.1660934e+01
4.2616026e+05,4.5188464e+06,2.6871337e+03,2.1155454e+03,1.5376851e-03,5.8255057e+01,2.1367168e+01
4.2617173e+05,4.5188541e+06,2.7083330e+03,2.1145559e+03,1.5485235e-03,5.7402023e+01,2.1265922e+01
4.2617121e+05,4.5188591e+06,2.6609074e+03,2.1095003e+03,1.5253237e-03,5.8116367e+01,2.1830198e+01
4.2615604e+05,4.5188449e+06,2.6749002e+03,2.1170343e+03,1.5217114e-03,5.7555307e+01,2.1486147e+01
4.2619139e+05,4.5188330e+06,2.6560373e+03,2.1071866e+03,1.5319831e-03,6.0323073e+01,2.2054502e+01
4.2617934e+05,4.5188553e+06,2.6758344e+03,2.1098985e+03,1.5329899e-03,5.8537082e+01,2.1833864e+01
4.2614884e+05,4.5188362e+06,2.6517654e+03,2.1138558e+03,1.5179684e-03,5.6362900e+01,2.1662767e+01
4.2616977e+05,4.5188305e+06,2.6996667e+03,2.1241313e+03,1.5199406e-03,6.0065254e+01,2.1278385e+01
4.2618192e+05,4.5188567e+06,2.6643042e+03,2.1057611e+03,1.5369361e-03,5.8512752e+01,2.1985042e+01
4.2617807e+05,4.5188743e+06,2.7011756e+03,2.1107713e+03,1.5437205e-03,5.8198249e+01,2.1601509e+01
4.2614688e+05,4.5188178e+06,2.6828689e+03,2.1230439e+03,1.5263129e-03,5.8267005e+01,2.1128680e+01
4.2617360e+05,4.5188391e+06,2.6884164e+03,2.1158382e+03,1.5316630e-03,5.8290554e+01,2.1539538e+01
4.2618357e+05,4.5187818e+06,2.6694655e+03,2.1143544e+03,1.5536546e-03,6.0931377e+01,2.1268152e+01
4.2618091e+05,4.5188544e+06,2.6648034e+03,2.1070509e+03,1.5308205e-03,5.6821214e+01,2.2048701e+01
4.2616410e+05,4.5188014e+06,2.6919636e+03,2.1291345e+03,1.5121027e-03,5.8537638e+01,2.1093709e+01
4.2615728e+05,4.5188275e+06,2.6772042e+03,2.1191807e+03,1.5231833e-03,5.7125561e+01,2.1376697e+01
4.2616128e+05,4.5188318e+06,2.6765374e+03,2.1178888e+03,1.5251139e-03,5.8491516e+01,2.1467996e+01
4.2617100e+05,4.5188534e+06,2.6967976e+03,2.1126138e+03,1.5458295e-03,5.7313462e+01,2.1403798e+01
4.2617485e+05,4.5188701e+06,2.6479641e+03,2.1049265e+03,1.5250784e-03,5.7989759e+01,2.2017400e+01
4.2615672e+05,4.5188396e+06,2.6809025e+03,2.1164574e+03,1.5312279e-03,5.6988861e+01,2.1361233e+01
4.2616888e+05,4.5188283e+06,2.6509040e+03,2.1115904e+03,1.5219624e-03,5.8571110e+01,2.1848760e+01
4.2616608e+05,4.5188351e+06,2.6699597e+03,2.1150301e+03,1.5254312e-03,5.8030280e+01,2.1597090e+01
4.2611419e+05,4.5187686e+06,2.6804263e+03,2.1367980e+03,1.5120867e-03,5.4860035e+01,2.0358360e+01
4.2616993e+05,4.5188313e+06,2.6996954e+03,2.1238771e+03,1.5203929e-03,6.0029742e+01,2.1284531e+01
4.2618237e+05,4.5188331e+06,2.6689050e+03,2.1084802e+03,1.5445652e-03,5.8923645e+01,2.1722900e+01
4.2617345e+05,4.5188555e+06,2.6572751e+03,2.1036390e+03,1.5404447e-03,5.7110637e+01,2.1961091e+01
4.2614293e+05,4.5188019e+06,2.6877152e+03,2.1270745e+03,1.5267112e-03,5.8530024e+01,2.0899293e+01
4.2618634e+05,4.5188453e+06,2.6791292e+03,2.1106737e+03,1.5341495e-03,5.8662594e+01,2.1801753e+01
4.2617878e+05,4.5187948e+06,2.6783859e+03,2.1150187e+03,1.5529786e-03,6.0076971e+01,2.1210615e+01
4.2618174e+05,4.5188569e+06,2.6756097e+03,2.1078892e+03,1.5359560e-03,5.6841812e+01,2.1924643e+01
4.2615608e+05,4.5187796e+06,2.6971704e+03,2.1369743e+03,1.5046002e-03,5.8379734e+01,2.0700149e+01
4.2615810e+05,4.5187998e+06,2.6905064e+03,2.1270226e+03,1.5221913e-03,5.7876862e+01,2.0974194e+01
4.2616424e+05,4.5187893e+06,2.6980191e+03,2.1346314e+03,1.5049320e-03,5.8981513e+01,2.0889925e+01
4.2617219e+05,4.5188491e+06,2.6923397e+03,2.1123419e+03,1.5446147e-03,5.7722813e+01,2.1430103e+01
4.2614855e+05,4.5188457e+06,2.6436471e+03,2.1134798e+03,1.5171238e-03,5.7713543e+01,2.1441721e+01
4.2615964e+05,4.5188201e+06,2.6867919e+03,2.1234166e+03,1.5192184e-03,5.7245438e+01,2.1209970e+01
4.2616233e+05,4.5188388e+06,2.6419856e+03,2.1093913e+03,1.5222923e-03,5.8495085e+01,2.1778749e+01
4.2614266e+05,4.5188051e+06,2.6743227e+03,2.1245439e+03,1.5198066e-03,5.6380501e+01,2.1035138e+01
4.2607544e+05,4.5187186e+06,2.6862029e+03,2.1534713e+03,1.4977048e-03,5.1701887e+01,1.9446836e+01
4.2612797e+05,4.5187785e+06,2.6844757e+03,2.1344477e+03,1.5129762e-03,5.5729308e+01,2.0567388e+01
4.2616176e+05,4.5188162e+06,2.6790753e+03,2.1192728e+03,1.5312833e-03,5.8108154e+01,2.1277327e+01
4.2617576e+05,4.5188309e+06,2.6945095e+03,2.1136246e+03,1.5444549e-03,5.7690530e+01,2.1578093e+01
4.2614497e+05,4.5188045e+06,2.6847089e+03,2.1261685e+03,1.5241893e-03,5.7648903e+01,2.0962047e+01
4.2620433e+05,4.5188344e+06,2.6662147e+03,2.1073069e+03,1.5323375e-03,5.9678998e+01,2.2082756e+01
4.2619142e+05,4.5187839e+06,2.7016704e+03,2.1265253e+03,1.5306350e-03,6.0235390e+01,2.0993162e+01
4.2616581e+05,4.5188127e+06,2.6832228e+03,2.1235187e+03,1.5174568e-03,5.7521146e+01,2.1272009e+01
4.2615060e+05,4.5187562e+06,2.7056883e+03,2.1450185e+03,1.4971970e-03,5.8274043e+01,2.0369013e+01
4.2614416e+05,4.5187615e+06,2.7015721e+03,2.1368102e+03,1.5229452e-03,5.7682485e+01,2.0427634e+01
4.2614844e+05,4.5187808e+06,2.6897793e+03,2.1359644e+03,1.5033413e-03,5.7505685e+01,2.0722161e+01
4.2615570e+05,4.5188245e+06,2.6977111e+03,2.1214020e+03,1.5369668e-03,5.7297104e+01,2.1009098e+01
4.2615375e+05,4.5188099e+06,2.6756411e+03,2.1251707e+03,1.5154670e-03,5.8018818e+01,2.1048264e+01
4.2610136e+05,4.5187560e+06,2.7213034e+03,2.1538950e+03,1.4966650e-03,5.4343248e+01,1.9673965e+01
4.2615098e+05,4.5187838e+06,2.6907775e+03,2.1308859e+03,1.5203413e-03,5.7918099e+01,2.0767599e+01
4.2612759e+05,4.5187843e+06,2.6738276e+03,2.1320396e+03,1.5092963e-03,5.5531115e+01,2.0708646e+01
4.2609356e+05,4.5187312e+06,2.6868489e+03,2.1484401e+03,1.5026187e-03,5.2955436e+01,1.9741554e+01
4.2611504e+05,4.5187781e+06,2.6861653e+03,2.1361056e+03,1.5151611e-03,5.4634427e+01,2.0297070e+01
4.2610584e+05,4.5187586e+06,2.6856945e+03,2.1360836e+03,1.5260298e-03,5.3123976e+01,2.0215309e+01
4.2615290e+05,4.5188020e+06,2.6881410e+03,2.1247159e+03,1.5265779e-03,5.6866322e+01,2.1051297e+01
4.2613774e+05,4.5187810e+06,2.6993397e+03,2.1351300e+03,1.5195727e-03,5.7072240e+01,2.0513631e+01
4.2617565e+05,4.5187785e+06,2.6977858e+03,2.1310736e+03,1.5171356e-03,5.8601301e+01,2.0970689e+01
4.2616985e+05,4.5187426e+06,2.6713015e+03,2.1261886e+03,1.5356336e-03,5.6925019e+01,2.0648348e+01
4.2618234e+05,4.5187860e+06,2.6868046e+03,2.1171972e+03,1.5537225e-03,5.8589135e+01,2.1042895e+01
4.2614772e+05,4.5186689e+06,2.6951319e+03,2.1554062e+03,1.5010392e-03,5.7198733e+01,1.9465283e+01
4.2614308e+05,4.5187689e+06,2.6992672e+03,2.1349587e+03,1.5241243e-03,5.7382847e+01,2.0487501e+01
4.2614647e+05,4.5187648e+06,2.6775307e+03,2.1366832e+03,1.4988850e-03,5.6394036e+01,2.0656784e+01
4.2613964e+05,4.5187889e+06,2.6918159e+03,2.1297348e+03,1.5268244e-03,5.6381072e+01,2.0669122e+01
4.2613886e+05,4.5187426e+06,2.6892233e+03,2.1385879e+03,1.5169855e-03,5.5280429e+01,2.0241273e+01
4.2610945e+05,4.5187425e+06,2.7122396e+03,2.1530357e+03,1.4962562e-03,5.4683498e+01,1.9718723e+01
4.2618175e+05,4.5187059e+06,2.6841485e+03,2.1349586e+03,1.5329209e-03,5.8947269e+01,2.0234262e+01
4.2612136e+05,4.5187702e+06,2.6760882e+03,2.1310927e+03,1.5249375e-03,5.4843262e+01,2.0509942e+01
4.2610014e+05,4.5187433e+06,2.6759218e+03,2.1419439e+03,1.5089495e-03,5.3466951e+01,1.9986071e+01
4.2613777e+05,4.5187672e+06,2.6796227e+03,2.1368315e+03,1.5046567e-03,5.6238930e+01,2.0465044e+01
4.2612535e+05,4.5187468e+06,2.6787746e+03,2.1306278e+03,1.5383769e-03,5.3016685e+01,2.0285832e+01
4.2615511e+05,4.5187741e+06,2.6837804e+03,2.1284846e+03,1.5249422e-03,5.7022514e+01,2.0798427e+01
4.2612070e+05,4.5187660e+06,2.6930973e+03,2.1410442e+03,1.5072087e-03,5.5412712e+01,2.0223805e+01
4.2616473e+05,4.5187771e+06,2.6914697e+03,2.1313236e+03,1.5158639e-03,5.7809381e+01,2.0886127e+01
4.2619766e+05,4.5187456e+06,2.6059407e+03,2.0926853e+03,1.5883930e-03,5.4213551e+01,2.1331424e+01
4.2618958e+05,4.5187179e+06,2.6757917e+03,2.1232632e+03,1.5543251e-03,5.6436796e+01,2.0587788e+01
4.2615221e+05,4.5186708e+06,2.6802393e+03,2.1449090e+03,1.5223221e-03,5.5788685e+01,1.9646283e+01
4.2616468e+05,4.5187320e+06,2.6830426e+03,2.1353477e+03,1.5216589e-03,5.7861613e+01,2.0383752e+01
4.2611983e+05,4.5187209e+06,2.6857788e+03,2.1478116e+03,1.4995961e-03,5.3932652e+01,1.9847057e+01
4.2614769e+05,4.5187364e+06,2.6868021e+03,2.1353690e+03,1.5274472e-03,5.6077397e+01,2.0254898e+01
4.2611149e+05,4.5187104e+06,2.7030976e+03,2.1516275e+03,1.5090334e-03,5.3023591e+01,1.9528490e+01
4.2608602e+05,4.5187044e+06,2.7218801e+03,2.1592156e+03,1.5138077e-03,5.2842082e+01,1.8910626e+01
4.2616878e+05,4.5187235e+06,2.6802043e+03,2.1341757e+03,1.5266489e-03,5.7849725e+01,2.0350327e+01
4.2614493e+05,4.5187447e+06,2.6686964e+03,2.1287466e+03,1.5326833e-03,5.5383986e+01,2.0453226e+01
4.2612411e+05,4.5187414e+06,2.6821193e+03,2.1385131e+03,1.5182822e-03,5.4732534e+01,2.0136306e+01
4.2617181e+05,4.5187814e+06,2.6571426e+03,2.1175838e+03,1.5351140e-03,5.7147588e+01,2.1059027e+01
4.2611150e+05,4.5186592e+06,2.6876031e+03,2.1466814e+03,1.5393494e-03,5.0503193e+01,1.9208901e+01
4.2613109e+05,4.5187387e+06,2.6938102e+03,2.1397049e+03,1.5183424e-03,5.4595423e+01,2.0211759e+01
4.2613350e+05,4.5187658e+06,2.6744670e+03,2.1335559e+03,1.5144287e-03,5.5921625e+01,2.0489032e+01
4.2619133e+05,4.5187566e+06,2.6461504e+03,2.1085306e+03,1.5576790e-03,5.4786241e+01,2.1424241e+01
4.2616801e+05,4.5187518e+06,2.6423545e+03,2.1117660e+03,1.5586560e-03,5.4876396e+01,2.0888335e+01
4.2616986e+05,4.5186562e+06,2.6818722e+03,2.1303961e+03,1.5714890e-03,5.2503592e+01,1.9802007e+01
4.2613730e+05,4.5186782e+06,2.6772379e+03,2.1410885e+03,1.5338625e-03,5.3302123e+01,1.9601296e+01
4.2614943e+05,4.5187139e+06,2.6723344e+03,2.1336768e+03,1.5328677e-03,5.4922776e+01,2.0139950e+01
4.2614430e+05,4.5186723e+06,2.6862911e+03,2.1430684e+03,1.5317493e-03,5.2965970e+01,1.9639921e+01
4.2614835e+05,4.5187261e+06,2.6919461e+03,2.1368529e+03,1.5309258e-03,5.5644293e+01,2.0129378e+01
4.2610579e+05,4.5186901e+06,2.6980390e+03,2.1523003e+03,1.5138474e-03,5.1110127e+01,1.9374678e+01
4.2613336e+05,4.5186753e+06,2.6953195e+03,2.1439097e+03,1.5406021e-03,5.2776525e+01,1.9433831e+01
4.2615192e+05,4.5187160e+06,2.6818146e+03,2.1376898e+03,1.5253759e-03,5.6156634e+01,2.0087118e+01
4.2618402e+05,4.5187413e+06,2.6472105e+03,2.1119241e+03,1.5602756e-03,5.5565649e+01,2.1015892e+01
4.2612168e+05,4.5187055e+06,2.6931093e+03,2.1467087e+03,1.5184800e-03,5.3977038e+01,1.9614581e+01
4.2616330e+05,4.5187147e+06,2.6696023e+03,2.1278114e+03,1.5450759e-03,5.4813434e+01,2.0308388e+01
4.2611150e+05,4.5186592e+06,2.6876031e+03,2.1466814e+03,1.5393494e-03,5.0503193e+01,1.9208901e+01
4.2615706e+05,4.5187209e+06,2.6868425e+03,2.1343613e+03,1.5330552e-03,5.5525501e+01,2.0271168e+01
4.2614882e+05,4.5187274e+06,2.6601819e+03,2.1251615e+03,1.5455151e-03,5.4048299e+01,2.0356992e+01
4.2616988e+05,4.5187244e+06,2.6653336e+03,2.1232549e+03,1.5481851e-03,5.4595484e+01,2.0642433e+01
4.2616122e+05,4.5187132e+06,2.6349849e+03,2.1067601e+03,1.5899743e-03,5.0830754e+01,2.0552686e+01
4.2615326e+05,4.5186542e+06,2.6771192e+03,2.1351258e+03,1.5590055e-03,5.1971060e+01,1.9606457e+01
4.2613040e+05,4.5186500e+06,2.6615602e+03,2.1391695e+03,1.5439605e-03,5.0823063e+01,1.9375757e+01
4.2614494e+05,4.5186882e+06,2.6779338e+03,2.1355155e+03,1.5453957e-03,5.3058075e+01,1.9786129e+01
4.2616070e+05,4.5186763e+06,2.6532004e+03,2.1270407e+03,1.5551392e-03,5.1800898e+01,1.9874122e+01
4.2615213e+05,4.5186762e+06,2.6924295e+03,2.1366613e+03,1.5544724e-03,5.3109681e+01,1.9732628e+01
4.2613421e+05,4.5187075e+06,2.6817730e+03,2.1390272e+03,1.5274020e-03,5.2436775e+01,1.9994012e+01
4.2607871e+05,4.5185914e+06,2.7411656e+03,2.1714347e+03,1.5507178e-03,4.8985872e+01,1.7409127e+01
4.2614250e+05,4.5186579e+06,2.6497525e+03,2.1333386e+03,1.5468935e-03,5.1878334e+01,1.9581726e+01
4.2614674e+05,4.5186846e+06,2.6769311e+03,2.1344174e+03,1.5473551e-03,5.2803576e+01,1.9901991e+01
4.2610924e+05,4.5186977e+06,2.6844802e+03,2.1476612e+03,1.5180430e-03,5.2825840e+01,1.9434790e+01
4.2615421e+05,4.5186800e+06,2.6738828e+03,2.1328187e+03,1.5513987e-03,5.2995281e+01,1.9868466e+01
4.2613133e+05,4.5186556e+06,2.6714626e+03,2.1334546e+03,1.5645143e-03,4.9700218e+01,1.9591065e+01
4.2615415e+05,4.5187120e+06,2.6878022e+03,2.1352561e+03,1.5371269e-03,5.5270707e+01,2.0107712e+01
4.2612557e+05,4.5186902e+06,2.6687611e+03,2.1337565e+03,1.5483843e-03,5.1389711e+01,1.9773216e+01
4.2614742e+05,4.5186799e+06,2.6707730e+03,2.1300229e+03,1.5590091e-03,5.1742958e+01,1.9947944e+01
4.2616347e+05,4.5186897e+06,2.6391580e+03,2.1116643e+03,1.5878401e-03,5.0711926e+01,2.0290271e+01
4.2615672e+05,4.5186567e+06,2.6764044e+03,2.1342992e+03,1.5588843e-03,5.2140485e+01,1.9644308e+01
4.2612971e+05,4.5186494e+06,2.6617308e+03,2.1394412e+03,1.5436998e-03,5.0800406e+01,1.9364533e+01
4.2617062e+05,4.5186883e+06,2.6492717e+03,2.1257662e+03,1.5487693e-03,5.2690010e+01,2.0012256e+01
4.2617388e+05,4.5186863e+06,2.6155911e+03,2.1177095e+03,1.5496111e-03,5.1122126e+01,2.0136107e+01
4.2616066e+05,4.5186714e+06,2.6707846e+03,2.1305242e+03,1.5584214e-03,5.2317605e+01,1.9823556e+01
4.2611415e+05,4.5187011e+06,2.6839881e+03,2.1498401e+03,1.5064584e-03,5.2479706e+01,1.9502443e+01
4.2609020e+05,4.5186032e+06,2.7289281e+03,2.1652365e+03,1.5513612e-03,4.9382716e+01,1.7754299e+01
4.2613159e+05,4.5186441e+06,2.6585727e+03,2.1401991e+03,1.5428005e-03,5.1585941e+01,1.9178171e+01
4.2614473e+05,4.5186884e+06,2.6719544e+03,2.1336761e+03,1.5447014e-03,5.2728548e+01,1.9965362e+01
4.2612753e+05,4.5186776e+06,2.6835628e+03,2.1420302e+03,1.5392421e-03,5.2357912e+01,1.9463447e+01
4.2615784e+05,4.5186773e+06,2.6527652e+03,2.1260349e+03,1.5586357e-03,5.2003358e+01,1.9941049e+01
4.2613303e+05,4.5186406e+06,2.6865620e+03,2.1385428e+03,1.5680374e-03,5.0968602e+01,1.9220102e+01
4.2610355e+05,4.5186192e+06,2.7367685e+03,2.1632728e+03,1.5519456e-03,5.1236609e+01,1.7885287e+01
4.2614710e+05,4.5186684e+06,2.6686566e+03,2.1319798e+03,1.5577454e-03,5.1574337e+01,1.9739446e+01
4.2614933e+05,4.5186976e+06,2.6653165e+03,2.1273326e+03,1.5554844e-03,5.2359336e+01,2.0112644e+01
4.2617873e+05,4.5186834e+06,2.6556058e+03,2.1204387e+03,1.5717691e-03,5.2623302e+01,2.0045405e+01
4.2613282e+05,4.5186446e+06,2.7075796e+03,2.1499416e+03,1.5486924e-03,5.2142678e+01,1.8828952e+01
4.2610592e+05,4.5186179e+06,2.7178110e+03,2.1596173e+03,1.5489678e-03,5.0774921e+01,1.8024110e+01
4.2619300e+05,4.5186394e+06,2.6696779e+03,2.1232567e+03,1.5948177e-03,5.1757309e+01,1.9185220e+01
4.2615867e+05,4.5186686e+06,2.6503314e+03,2.1297434e+03,1.5510700e-03,5.1397213e+01,1.9578700e+01
4.2613249e+05,4.5186345e+06,2.7031602e+03,2.1489308e+03,1.5554723e-03,5.1391004e+01,1.8548152e+01
4.2613563e+05,4.5186821e+06,2.6789945e+03,2.1397138e+03,1.5395946e-03,5.2123653e+01,1.9510925e+01
4.2611241e+05,4.5186313e+06,2.7067395e+03,2.1535375e+03,1.5505086e-03,5.0432463e+01,1.8451080e+01
4.2612798e+05,4.5186551e+06,2.6421099e+03,2.1344573e+03,1.5439587e-03,5.0844484e+01,1.9420712e+01
4.2615373e+05,4.5186573e+06,2.6807687e+03,2.1358879e+03,1.5620795e-03,5.1888280e+01,1.9218474e+01
4.2612774e+05,4.5186188e+06,2.7392020e+03,2.1558474e+03,1.5729443e-03,5.1776606e+01,1.7936752e+01
4.2614586e+05,4.5186618e+06,2.6811612e+03,2.1357487e+03,1.5618932e-03,5.1942591e+01,1.9358176e+01
4.2613306e+05,4.5186360e+06,2.6839586e+03,2.1389781e+03,1.5674909e-03,5.0846383e+01,1.9142832e+01
4.2610686e+05,4.5186226e+06,2.7343319e+03,2.1628730e+03,1.5497853e-03,5.1357139e+01,1.7869811e+01
4.2616720e+05,4.5186802e+06,2.6517423e+03,2.1252794e+03,1.5563136e-03,5.2174428e+01,1.9972603e+01
4.2614843e+05,4.5186658e+06,2.6714872e+03,2.1330678e+03,1.5602503e-03,5.1590803e+01,1.9447993e+01
4.2617668e+05,4.5186852e+06,2.6347249e+03,2.1187781e+03,1.5606934e-03,5.1859843e+01,2.0103514e+01
4.2613450e+05,4.5186441e+06,2.6979475e+03,2.1481006e+03,1.5488027e-03,5.1631706e+01,1.8718282e+01
4.2608125e+05,4.5186028e+06,2.7462109e+03,2.1795168e+03,1.5266334e-03,5.0915669e+01,1.6990113e+01
4.2616842e+05,4.5186011e+06,2.6825917e+03,2.1393328e+03,1.5835579e-03,5.0723742e+01,1.8070937e+01
4.2616063e+05,4.5186667e+06,2.6571021e+03,2.1318333e+03,1.5500430e-03,5.1403199e+01,1.9486669e+01
4.2613327e+05,4.5186268e+06,2.7274143e+03,2.1545724e+03,1.5631920e-03,5.1758018e+01,1.8027128e+01
4.2612845e+05,4.5186479e+06,2.7147510e+03,2.1519029e+03,1.5504214e-03,5.1807693e+01,1.8498650e+01
4.2609994e+05,4.5186209e+06,2.7338894e+03,2.1689108e+03,1.5365887e-03,5.0152014e+01,1.7471932e+01
4.2615314e+05,4.5186520e+06,2.6597978e+03,2.1328603e+03,1.5600316e-03,5.1262209e+01,1.9189951e+01
4.2614057e+05,4.5186335e+06,2.7232408e+03,2.1501217e+03,1.5668613e-03,5.1868075e+01,1.8328313e+01
4.2615878e+05,4.5186451e+06,2.7142237e+03,2.1420656e+03,1.5788376e-03,5.2400006e+01,1.8428439e+01
4.2614662e+05,4.5186581e+06,2.6830851e+03,2.1391110e+03,1.5557244e-03,5.1686482e+01,1.9114696e+01
4.2614401e+05,4.5186426e+06,2.6937054e+03,2.1414462e+03,1.5648837e-03,5.1475499e+01,1.8845371e+01
4.2615439e+05,4.5186462e+06,2.6913038e+03,2.1392417e+03,1.5684674e-03,5.1765334e+01,1.8738491e+01
4.2615243e+05,4.5186557e+06,2.6875599e+03,2.1382673e+03,1.5608602e-03,5.1871119e+01,1.9115226e+01
4.2610712e+05,4.5186199e+06,2.7240704e+03,2.1612449e+03,1.5480635e-03,5.0759390e+01,1.7897821e+01
4.2618043e+05,4.5186728e+06,2.6451554e+03,2.1206116e+03,1.5704450e-03,5.1620351e+01,1.9708194e+01
4.2615789e+05,4.5186354e+06,2.6796365e+03,2.1382858e+03,1.5666389e-03,5.1299422e+01,1.8722174e+01
4.2609867e+05,4.5186075e+06,2.7361069e+03,2.1708275e+03,1.5404960e-03,5.1030291e+01,1.7203122e+01
4.2617289e+05,4.5185734e+06,2.7094139e+03,2.1467236e+03,1.5964491e-03,5.0684667e+01,1.7303335e+01
4.2617064e+05,4.5186655e+06,2.6595960e+03,2.1303253e+03,1.5548671e-03,5.1454887e+01,1.9453403e+01
4.2612469e+05,4.5186179e+06,2.7292421e+03,2.1570050e+03,1.5653728e-03,5.1059612e+01,1.7713003e+01
4.2613534e+05,4.5186365e+06,2.7226335e+03,2.1519716e+03,1.5625969e-03,5.1750262e+01,1.8164198e+01
4.2613599e+05,4.5185874e+06,2.7246296e+03,2.1601019e+03,1.5677557e-03,5.0082771e+01,1.7140071e+01
